text,label,language,text_len,emo_label,pos,neg,neu,compound
 Et le pire c’est lorsque malgré les débris on veut toujours que le miroir ait le reflet juste de notre image 🤦🏾‍♀️,2.0,French,22,1,0.0,0.0,1.0,0.0
Je le hais de tt mon être,4.2,French,7,1,0.0,0.0,1.0,0.0
 #iKONEncoreinSeoul ??,2.0,French,2,1,0.0,0.0,1.0,0.0
"""Si vous voulez entendre le son de l'être, Laissez-le se frayer un chemin en vous-même"". K.G. Dürckheim (1896-1988) ",1.2,French,18,1,0.0,0.0,1.0,0.0
Tendez vos mains fuck le vizir Chouf ses diamants vous n'êtes légende passe vont,2.25,French,14,2,0.0,0.212,0.788,-0.5423
 Oui et toi t’as une Audi ?,2.8,French,7,1,0.0,0.0,1.0,0.0
Mais jdois déménager,2.6,French,3,1,0.0,0.0,1.0,0.0
" J'accroche pas du tout à Dragons, ça m'attire zéro, c'est dommage :/",1.6,French,12,2,0.0,0.302,0.698,-0.4404
Moi au peloton d’exécution après m’être fait capturer ,1.2,French,8,1,0.0,0.0,1.0,0.0
J’ai trop envie d’aller voir la dame blanche,2.2,French,8,1,0.0,0.0,1.0,0.0
"  Je ne pense pas. Je ne suis pas pour ce second tour immonde mais s'il arrive, le Pen passera.",1.5,French,19,1,0.0,0.0,1.0,0.0
Nous sommes le Mercredi 26 Février 2020 et il est actuellement 10:27.,1.0,French,12,1,0.0,0.0,1.0,0.0
 Je suis Loïs ,2.2,French,3,1,0.0,0.0,1.0,0.0
 Je connais pas 😅😅,1.0,French,4,1,0.0,0.0,1.0,0.0
il s’agirait de revoir ses priorités,1.0,French,6,1,0.0,0.0,1.0,0.0
je suis japonaise c’est officiel 🥴,2.0,French,6,1,0.0,0.0,1.0,0.0
Imagine t’es là tu vis tu grandit et t’apprends qu’on t’a négocier avec un chien,3.2,French,15,1,0.0,0.0,1.0,0.0
 Pourquoi en deuil ? On dit non à ce projet ; 😇,1.5,French,12,1,0.0,0.0,1.0,0.0
Trouvez moi un chopper,1.0,French,4,1,0.0,0.0,1.0,0.0
 merci,1.0,French,1,1,0.0,0.0,1.0,0.0
 c pas grave j’te mange quand même,3.4,French,7,2,0.0,0.342,0.658,-0.3818
#Photos story IG du groupe ,2.0,French,5,1,0.0,0.0,1.0,0.0
  Donc courte distance et non pas longue 🤨,1.0,French,8,1,0.0,0.0,1.0,0.0
Les Racailles Pistons vont se faire sweep,1.75,French,7,1,0.0,0.0,1.0,0.0
Gestion de la paie : quand le gestionnaire de #paie devient digital RH  #digitalisation,1.0,French,14,1,0.0,0.0,1.0,0.0
 C’est qui eux ??,1.0,French,4,1,0.0,0.0,1.0,0.0
 C’est bon ouais j’ai trouvé ! Sur Dokkan ils le mettent aussi,2.0,French,12,1,0.0,0.0,1.0,0.0
" a bon , et pourquoi ?",1.4,French,6,1,0.0,0.0,1.0,0.0
 même moi j’te vois pas t’a disparu de la surface,1.6,French,10,1,0.0,0.0,1.0,0.0
En fait j'suis pensif j'sais pas trop où j'veux en venir,2.4,French,11,1,0.0,0.0,1.0,0.0
 X 1000! Le samedi t’étais même pressé de dormir 😂😂(j’exagère),3.2,French,10,1,0.0,0.0,1.0,0.0
 La Courneuve c’était un règlement de compte entre eux c pas une bavure mais pour vlg si,2.2,French,17,1,0.0,0.0,1.0,0.0
 Le fait que je ne gagne jamais de freebet #FreebetWinamax lejackpot2020,1.2,French,11,1,0.0,0.0,1.0,0.0
 Des gros seins à dévorer,4.4,French,5,1,0.0,0.0,1.0,0.0
 Tu n'as pas eu de progression avec les changements de la dernière fois ?,3.0,French,14,1,0.0,0.0,1.0,0.0
 PTDRRR mais t'as cru que je leur vouais un culte énorme ou quoi ?,2.5,French,14,1,0.0,0.0,1.0,0.0
 J'ai hurlé destitution......,2.6,French,3,1,0.0,0.0,1.0,0.0
Moi 🙋🏻‍♀️ et toujours je m’endors quand je lui parle #lrt,3.6,French,11,1,0.0,0.0,1.0,0.0
Oh bordel je suis trop deg,2.2,French,6,1,0.0,0.0,1.0,0.0
Dépêchez vous de baiser ! 🔞 Le coronavirus arrive 😶🆘,3.6,French,10,1,0.0,0.0,1.0,0.0
 Ma star à moi😘,3.0,French,4,1,0.0,0.0,1.0,0.0
 Je te jure et encore j’avais partiel toute la matinée après j’ai encore écris avec les petits j’en est marre mddddr 😭,2.75,French,22,1,0.0,0.0,1.0,0.0
 Mais nooooooon c'est pas vrai An cool 😭 A tt a l'heure 🙄😇,2.2,French,13,0,0.204,0.0,0.796,0.3182
" Mdr depuis toujours, je ne suis juste pas régulière",2.0,French,9,1,0.0,0.0,1.0,0.0
Dans 21 jours j’ai 20 ans 🥺,4.2,French,7,1,0.0,0.0,1.0,0.0
 coopération hostile ?,1.6,French,3,2,0.0,0.722,0.278,-0.3818
 La guinée Mon pays de rêve,2.8,French,6,1,0.0,0.0,1.0,0.0
C'est le retour du sondage caché,1.2,French,6,1,0.0,0.0,1.0,0.0
 Allons nous tenir avec les profs qu’on a ?,1.75,French,9,1,0.0,0.0,1.0,0.0
Un homme filmé en train de traîner son chien dans la rue ,1.0,French,12,1,0.0,0.0,1.0,0.0
tout vient à point à qui sait attendre,1.0,French,8,2,0.0,0.231,0.769,-0.128
"Interrogé sur son avenir, Jonas Valanciunas a dit qu’il mettait Memphis en haut de sa liste pour cet été. 👀 ",1.2,French,20,1,0.0,0.0,1.0,0.0
leipzig est chaud !!,1.0,French,4,1,0.0,0.0,1.0,0.0
Parler chinois ça fait perdre bcp de temps,1.0,French,8,1,0.0,0.0,1.0,0.0
L’image contient peut-être : plein air ,1.5,French,6,1,0.0,0.0,1.0,0.0
 Moi tarik même si il est petit je l’aime wallah,3.6,French,10,1,0.0,0.0,1.0,0.0
  Gg bienvenue dans la f7 🤭🤭🤭🤭😏😏😏😏,3.2,French,6,0,0.306,0.0,0.694,0.296
 Qu’est-ce qui se passe ?,2.0,French,5,1,0.0,0.0,1.0,0.0
 C'est bcp trop long là phew,1.0,French,6,1,0.0,0.0,1.0,0.0
      Excellent 👌🏽 j’attends les poids d’ici 1 ou 2 jours 😊,2.6,French,11,0,0.346,0.0,0.654,0.5719
Toujours calibré dans lclub ré-fré,1.4,French,5,1,0.0,0.0,1.0,0.0
"😺✏ — Hmm, pas dans mes souvenirs :/ ",2.6,French,8,2,0.0,0.286,0.714,-0.34
 Pauline et Sarah,1.0,French,3,1,0.0,0.0,1.0,0.0
Oui Manou la bite est bonne,4.5,French,6,1,0.0,0.0,1.0,0.0
Avant de partir je vais faire un tri,3.25,French,8,1,0.0,0.0,1.0,0.0
 déjà fais bg,3.0,French,3,1,0.0,0.0,1.0,0.0
  Magnifique! Les gardenias sont des fleurs très belles et tendres!😍,1.8,French,10,1,0.0,0.0,1.0,0.0
 bienvenue princesse !,2.6,French,3,1,0.0,0.0,1.0,0.0
Jvais dormir vers 4h jsuis sûr,3.0,French,6,1,0.0,0.0,1.0,0.0
 Moi je faisait comme ça avant de plus en mettre définitivement 😂,3.8,French,12,1,0.0,0.0,1.0,0.0
James dîne avec Ursula en stress. ,2.0,French,6,2,0.0,0.359,0.641,-0.4215
     Att je t'envoie le screen en dm c'est une masterclass,2.75,French,10,1,0.0,0.0,1.0,0.0
 C'est 1 choix a faire.. Après tu sais quand tu vois le prix d'un loyer et le prix d'un crédit.. le crédit est moins élevé..,1.8,French,25,1,0.0,0.0,1.0,0.0
 Gvt de fdp,2.0,French,3,1,0.0,0.0,1.0,0.0
À côté de mon hôtel en vacance y’a un village avec Guess / Louis Vuitton etc ptdrrrrr 😭 j’vais même pas mettre un pied là-bas,2.2,French,25,1,0.0,0.0,1.0,0.0
"🔴""Rester en première division, renforcer encore le lien avec les territoires : deux objectifs clairs pour notre université cette 2020.""",1.0,French,20,1,0.0,0.0,1.0,0.0
 Bah jsp fait un effort tu mets ce qui va ensemble que tu trouves bien,3.8,French,15,1,0.0,0.0,1.0,0.0
 Toi aussi tu en cherche un xd,2.5,French,7,0,0.388,0.0,0.612,0.5859
  Est-ce que c’est moi qui ai proposé la plage? 😡,2.6,French,10,1,0.0,0.0,1.0,0.0
OR OU PAS OR Franchement 12000e une entrecote sans FRITES. C est une CARNA pour oim,2.0,French,16,1,0.0,0.0,1.0,0.0
 j’ai viens dm,2.0,French,3,1,0.0,0.0,1.0,0.0
 Mdrrrr non en vrai c’est bien sa,1.25,French,7,1,0.0,0.0,1.0,0.0
 Aah c’est mieux comme ça deh ❤️❤️,2.2,French,7,1,0.0,0.0,1.0,0.0
 Menteur,2.4,French,1,1,0.0,0.0,1.0,0.0
  Super Thread. Et vraiment intéressé par une Tesla. Merci pour toutes ces infos indisponibles au Maroc,1.6,French,16,0,0.206,0.0,0.794,0.5994
 Je suis partit m’excuser wesh 😭 ça se faisait pas,2.8,French,10,1,0.0,0.0,1.0,0.0
"Flemme qu'on le fasse culpabiliser, vraiment je fais un effort si jamais la meuf elle me parle mal je la recadre directe par contre",2.8,French,24,1,0.0,0.0,1.0,0.0
Intevention de f. Chambon directeur de l'académie du renseignement. Évocation des différents services appartenant au 1er ou 2nd cercle.,1.0,French,19,1,0.0,0.0,1.0,0.0
"  Je me posais la question... A priori, plutôt Mendes en lisant les tweets de certains !!!",2.0,French,16,1,0.0,0.0,1.0,0.0
 Jamais de la vie jamais ooooo grand jamais j’aime pas les tomate déjà donc le ketchup encore moin,1.75,French,18,0,0.15,0.0,0.85,0.4588
La dernière fois contre Sheffield ⚔️ 🔵 #SHUMCI #ManCity ,1.0,French,9,1,0.0,0.0,1.0,0.0
 Ce n'est pas un hasard. D. Reynders est certainement l'homme le plus brillant de la classe politique.,1.25,French,17,1,0.0,0.0,1.0,0.0
4h que je taff sur les Paris Sportifs.. j’ai le droit de manger je crois,2.0,French,15,1,0.0,0.0,1.0,0.0
Ça faisait un moment j’étais pas venue ici ils ont supprimé mon compte j’étais en mode « purée c’est fermé olala » 😭,2.0,French,23,1,0.0,0.0,1.0,0.0
 Les meilleurs Si j'avais un truc à changé à serait Blue pour Peter ,1.5,French,13,1,0.0,0.0,1.0,0.0
 Merci c’est gentil ☺️,2.0,French,4,1,0.0,0.0,1.0,0.0
 Bah Sylvinho fait pareil hein et lui saura exploiter son potentiel,1.3333333333333333,French,11,1,0.0,0.0,1.0,0.0
 Merci pour eux! Tes bouquets sont sublimes 💐💫,3.2,French,8,1,0.0,0.0,1.0,0.0
félix: tu es gros origin: woodman ta mère j'vais la bruler,4.2,French,11,1,0.0,0.0,1.0,0.0
Oupsss j'oublie toujours en être une😅 #femme,2.8,French,7,1,0.0,0.0,1.0,0.0
  Pas de Ok sec à Ali princesse stp,3.25,French,8,0,0.268,0.0,0.732,0.296
 Tu fais Zindave frère t as mal couple les mots ça veut rien dire parle pas comme nous Haychek t y arriveras pas 😪,2.75,French,24,2,0.0,0.136,0.864,-0.4588
Les nouvelles audi c'est trop. Restons sur le droit chemin,1.25,French,10,1,0.0,0.0,1.0,0.0
Flagrant délit de Covid-dressing à la rédaction de  ,1.0,French,8,1,0.0,0.0,1.0,0.0
 En temps que musulman je souhaite à mes concitoyens français un bon et agréable carême 👍👍👍,2.25,French,16,1,0.0,0.0,1.0,0.0
" Vraiment personne je crois, c’est le pire début d’année possible",1.8,French,10,1,0.0,0.0,1.0,0.0
 Ça + ses vœux aux salariés.. Ça n'augure rien de bon malheureusement. Vivement la fin du mercato,1.3333333333333333,French,17,1,0.0,0.0,1.0,0.0
" disponible gratuitement, en ligne, tu veux quoi de plus ? :-)",3.0,French,11,0,0.204,0.0,0.796,0.3182
 ne m’en veux pas. Je joue simplement mon rôle de grand frère,2.4,French,12,0,0.214,0.0,0.786,0.4588
Tellement content que mes frérots ont kiffé 🤜🏻🤛🏻,1.8,French,8,1,0.0,0.0,1.0,0.0
PlayStation Store européen : mise à jour du 21 octobre 2019 ,1.0,French,11,1,0.0,0.0,1.0,0.0
C'est... Tellement beau 🥺 ,1.6,French,4,1,0.0,0.0,1.0,0.0
 Mrc grâce à vous,1.8,French,4,1,0.0,0.0,1.0,0.0
"Une manifestante accuse Didier Andrieux de violences policières, une plainte déposée ",1.0,French,11,2,0.0,0.153,0.847,-0.2023
   Elle s'est prise en photo *,1.6,French,6,1,0.0,0.0,1.0,0.0
Soir ce grosse soirée encore,2.0,French,5,1,0.0,0.0,1.0,0.0
pressé d’vivre ma meilleure vie avec ma nana,3.6,French,8,1,0.0,0.0,1.0,0.0
   Toi ça fait longtemps que tu t'es pas fait sucer par une fille aux cheveux bleus,4.0,French,16,1,0.0,0.0,1.0,0.0
J’fumerais bien un bon joint pour tout être loin,2.5,French,9,2,0.0,0.158,0.842,-0.128
 Ba débrouille toi pour que ça soit le cas parce que t'as pas d'excuse 💪,2.4,French,15,1,0.0,0.0,1.0,0.0
 Ouii lâche la belle Kelly,2.8,French,5,1,0.0,0.0,1.0,0.0
 t’as un plan pour éradiquer tout ça?,1.75,French,7,2,0.0,0.2,0.8,-0.128
 C elle qu’est ravissante... 🥰🥰 ptdrrrr,2.6,French,6,1,0.0,0.0,1.0,0.0
like et je fais ton starter pack (si je te connais),1.8,French,11,0,0.2,0.0,0.8,0.3612
Oh eh je me suis levée et omg hein,2.4,French,9,1,0.0,0.0,1.0,0.0
Lorsqu’un coronavirus islamique défiait Mahomet ,1.25,French,5,1,0.0,0.0,1.0,0.0
&amp; ma meuf à validée ptdrrr,3.4,French,6,1,0.0,0.0,1.0,0.0
 de fou oof jungkook avec ses lentilles et les confettis bref les photos sont 💓👉🏻👈🏻💓,2.0,French,15,1,0.0,0.0,1.0,0.0
 Ah la luxure nous aura tous..,1.25,French,6,1,0.0,0.0,1.0,0.0
C'est la les choses sérieuses commencent !!!,1.4,French,7,1,0.0,0.0,1.0,0.0
  c’est grave moi 😂,2.333333333333333,French,4,2,0.0,0.565,0.435,-0.3818
 Je LES prend et oui prend LES,2.6,French,7,1,0.0,0.0,1.0,0.0
 Juste le 1er ministre. .... Les autres sont en train de serrer les fesses,1.4,French,14,1,0.0,0.0,1.0,0.0
" bonjour.suivez  , c'est le meilleur youtubeur concernant red dead online.",2.0,French,10,2,0.0,0.35,0.65,-0.6486
 Après 7 mois de séparation 😊😂🤪🤣,4.0,French,6,1,0.0,0.0,1.0,0.0
j’ai carrément oublié l’école je crois...,3.75,French,6,1,0.0,0.0,1.0,0.0
 Parlons de ton père qui fait le tapin sur l'autoroute et qui vend son cul pour 1 euro en pièces rouges,3.4,French,21,1,0.0,0.0,1.0,0.0
" les un les autres etc ... : ; . ,",1.0,French,10,1,0.0,0.0,1.0,0.0
 c’est satisfaisant de voir du talent🤧🤧,1.0,French,6,1,0.0,0.0,1.0,0.0
Je t’ôme,3.5,French,2,1,0.0,0.0,1.0,0.0
  J’espère wsh,1.75,French,2,1,0.0,0.0,1.0,0.0
" essaye pas de dire le contraire, on sait tous que ça serait un mensonge",1.6,French,14,2,0.0,0.188,0.812,-0.4588
#2019sansboite ça va être dur mais on y croit !,2.25,French,10,1,0.0,0.0,1.0,0.0
"  C'est pas une critique, mais une réalité. Faut accepter aussi d'autre avis. On doit toujours pas vous complimenter.",1.0,French,18,1,0.0,0.0,1.0,0.0
"Ma tortue n'est plus, ma tristesse est infinie, sois heureux dans ta nouvelle famille Daisen Scofield ",3.25,French,16,1,0.0,0.0,1.0,0.0
"Je viens de regarder tout lez épisodes de boruto, j’ai plus rien à faire j’ai accomplis ma mission",2.0,French,18,2,0.0,0.086,0.914,-0.128
 😭😭😭😭 C'est vrai ptddrrr,1.25,French,4,1,0.0,0.0,1.0,0.0
Dites vous je suis qqn d’hypocondriaque alors cette histoire de virus arrivé à Paris me fait tellement peur,1.8,French,18,1,0.0,0.0,1.0,0.0
 balancez les v bucks pour le nouvel an,1.6,French,8,1,0.0,0.0,1.0,0.0
 Tu ressembles au petit Mayombo,2.2,French,5,1,0.0,0.0,1.0,0.0
   C’est un piège d’habiter à côté 😔,1.75,French,7,1,0.0,0.0,1.0,0.0
Ma pauvre  tu n'arrives pas à en placer une !,1.8,French,10,1,0.0,0.0,1.0,0.0
 Tu as oublié ce qui sont d'actualité !  papa alobaki le peuple d'abord ! Eeeeh kangela biso Kabila eeeehh!,3.6666666666666665,French,19,1,0.0,0.0,1.0,0.0
 ?? :/,2.25,French,2,2,0.0,0.734,0.266,-0.4137
   Un amoureux du sport en général... Et c'est beau 😊,2.2,French,10,1,0.0,0.0,1.0,0.0
 🤣 j'aimerais bien savoir quel congé mat ils ont cherché a remplacer du coup...,2.2,French,14,1,0.0,0.0,1.0,0.0
" D'après Nicolas Mahut, le prize money du 1er tour sera versé aux joueurs.",1.0,French,13,0,0.216,0.0,0.784,0.5106
     Je te demande juste d'aller apprendre l'histoire du Cameroun.,2.0,French,9,1,0.0,0.0,1.0,0.0
  C'est la même pour moi mdr,2.0,French,6,1,0.0,0.0,1.0,0.0
 J'aimerais bien avoir une augmentation de 100€ net par mois... Mon augmentation pour cette année a été de 32€ net...,2.0,French,20,1,0.0,0.0,1.0,0.0
 Je t’aime moi,2.8,French,3,1,0.0,0.0,1.0,0.0
j’aime trop loona,2.0,French,3,1,0.0,0.0,1.0,0.0
sans les réseaux l’amour serait moins tordu,1.75,French,7,1,0.0,0.0,1.0,0.0
"Couleurs tropicales - Musique, humour et Génération Consciente du 2 avril 2019 ",1.0,French,12,0,0.256,0.0,0.744,0.4767
 Je leur fais confiance perso,2.8,French,5,1,0.0,0.0,1.0,0.0
 moi aussi mtn a caus dtoi,2.5,French,6,1,0.0,0.0,1.0,0.0
" On parle d’arabe en Iran , alors pour ramasser tes like dit une autre merde",1.0,French,15,0,0.161,0.0,0.839,0.3612
Tchieuu 🤣🤣🤣🤣,1.75,French,2,1,0.0,0.0,1.0,0.0
Vrmt jme suis senti trop coupable d'avoir laissé tiya chez elle cette nuit mon pauvre bebs,4.2,French,16,1,0.0,0.0,1.0,0.0
"vendredi j’ai attendu jusqu’à 3h, pas de petite bourgeoisie et en plus j’ai raté j’oublie tout de jul.",3.2,French,18,2,0.0,0.081,0.919,-0.128
Y'a un tas de choses que je dois arrêter mais me goinfrer de chocolat n'en fait malheureusement pas partie,3.0,French,19,1,0.0,0.0,1.0,0.0
Je suis à la recherche de Hajime Iwaizumi 🔎😁 (celui à gauche) ,3.2,French,12,1,0.0,0.0,1.0,0.0
Le temps passe mais es ce que les cicatrices s’effacent ?,1.5,French,11,1,0.0,0.0,1.0,0.0
Les maghrébines qui fav je vous comprend pas ,1.0,French,8,0,0.3,0.0,0.7,0.4588
  De quoi tu parles pas du tout,2.0,French,7,2,0.0,0.2,0.8,-0.128
Ué ué ué ué 🤔🤔🤔🤔,1.0,French,5,1,0.0,0.0,1.0,0.0
"  L’Avesnois c’est une zone sinistrée, et l’autre il te sort “c’est trop facile”. Abruti.",1.6,French,14,1,0.0,0.0,1.0,0.0
 Imagine que tous les gars se dirigent vers toi ?comment vas tu faire ??,2.0,French,14,1,0.0,0.0,1.0,0.0
J'ai pleins de trucs à dire à pleins de personnes mais j'ose pas. Pourquoi ?,3.2,French,15,2,0.0,0.214,0.786,-0.4588
  Je suis là aussi que fais tu ?,1.75,French,8,1,0.0,0.0,1.0,0.0
  Elle profite clairement de toi ! Ne l’attend surtout pas... c’est quelles foutaises ça ? Tchiiip 😒,3.8,French,17,1,0.0,0.0,1.0,0.0
" Vu que ça vient de Mediapart, permettez-moi de douter de l’objectivité du propos...",2.0,French,13,1,0.0,0.0,1.0,0.0
"""Je continue à faire la bise"" : pourquoi tant de Français rechignent aux ""gestes barrières"" face au coronavirus ",1.4,French,18,1,0.0,0.0,1.0,0.0
Bon vasy rt ou fav et et jte vanne gratuit,2.75,French,10,0,0.25,0.0,0.75,0.4588
ça me manque,3.0,French,3,1,0.0,0.0,1.0,0.0
 Ils drainent vraiment des sectes chez LREM 😑,1.6,French,8,1,0.0,0.0,1.0,0.0
 Mdrr c’est le pouvoir des féminazis ça,1.5,French,7,1,0.0,0.0,1.0,0.0
 bah après un festival c’est souvent comme ça ....... mais tu peux y aller sans fumer trql,2.0,French,17,0,0.259,0.0,0.741,0.5994
"C'est qui le parti là, qui distribue des tracts bleu et blanc façon JMJ ? #Renaissance",1.4,French,16,1,0.0,0.0,1.0,0.0
 Tu rigoles mais il m’a proposé des lentilles juste pour le foot mdr,2.75,French,13,1,0.0,0.0,1.0,0.0
 Clairement faute pro des dirigeants et de l’entraîneur parce que pour le coup ils sont loin d’avoir un effectif éclaté,1.0,French,20,1,0.0,0.0,1.0,0.0
 Qu'elle chaîne ?,1.6,French,3,1,0.0,0.0,1.0,0.0
 T’as une trace blanche sur le nez 😀,2.8,French,8,1,0.0,0.0,1.0,0.0
"Vendée. À l’île d’Yeu, la borne de stationnement alerte par SMS les policiers  #iledyeu #yeu #Vendee",1.0,French,16,1,0.0,0.0,1.0,0.0
 vérité,2.0,French,1,1,0.0,0.0,1.0,0.0
"[MESSAGE DE SERVICE] Dans le train ou l’avion, ne regarde pas l’écran des autres voyageurs : tu risques de te faire spoiler très fort.",1.25,French,24,1,0.0,0.0,1.0,0.0
4 épisodes pour s'en rendre compte. #KohLanta,1.0,French,7,1,0.0,0.0,1.0,0.0
Tweet visé : je te louve grave,4.0,French,7,2,0.0,0.342,0.658,-0.3818
 Mais il y a un tas d'autres trucs que tu aimes que tu dis pas. Message reçu 👍🏽,3.2,French,18,1,0.0,0.0,1.0,0.0
Thread de mes covers préférés de Jungkook:,2.6,French,7,1,0.0,0.0,1.0,0.0
"jsuis explosée y a une anglais dans le bar ou jsuis qu'arrete pas de dire ""fuck my life fuck my life"" mais mdrrr gros mood",2.8,French,25,2,0.0,0.333,0.667,-0.875
 reflet d’une grande souffrance de la part de son émettrice... 3/,2.5,French,11,1,0.0,0.0,1.0,0.0
"Offre d'emploi: Cherche nounou 16 h/sem à PUTEAUX pour 3 enfants, 3 ans, 6 ans, 8 ans (PUTEAUX) ",3.25,French,18,1,0.0,0.0,1.0,0.0
"On a jamais parlé mais j’aime trop t’a personnalité à travers tes tweets, ton style musical aussi rien à dire",3.4,French,20,2,0.0,0.158,0.842,-0.4588
 Avec plaisir ahahaha tu me diras à qui je verse les droits d’auteurs si je me le fais 😂😂,2.0,French,19,1,0.0,0.0,1.0,0.0
"[VIDEO] ""Gilet jaune"" matraqué et blessé à la tête à Besançon : une enquête ouverte ",1.0,French,15,1,0.0,0.0,1.0,0.0
Qui veut échanger des nudes ?,4.6,French,6,1,0.0,0.0,1.0,0.0
Municipalité de Nice: Une autorisation pour le Michael Jackson de Nice - Signez la pétition !  via ,1.0,French,17,0,0.312,0.0,0.688,0.7088
"Bonjour à toute et tous mes twittos, je vous souhaite un très bon Samedi. Bisous à tous ",2.0,French,17,1,0.0,0.0,1.0,0.0
" ouais c’est lui, ils sont tous les deux dans l’agence de Psy",1.6,French,12,1,0.0,0.0,1.0,0.0
" Tout ce qu'ils font est bien, parfait exemplaire.... Voyons 🤔⁉️",1.2,French,10,2,0.0,0.143,0.857,-0.128
 Je réponds stuka,1.75,French,3,1,0.0,0.0,1.0,0.0
Ça rend plutôt pas mal ,1.6,French,5,1,0.0,0.0,1.0,0.0
 Il te suffit de le retirer Absorbe les nutriments donnés par dame nature directement a travers tes pores,1.6666666666666667,French,18,1,0.0,0.0,1.0,0.0
 Mais jcrois avt jvais quand meme verifier au truc ou s’est moins chère dans le 77,1.4,French,16,1,0.0,0.0,1.0,0.0
"Urgence pour Raspoutine, l'ours polaire enfermé sur la côte d'Azur  via ",1.0,French,11,1,0.0,0.0,1.0,0.0
Un blanc dans le 93. ,1.0,French,5,1,0.0,0.0,1.0,0.0
Amitié gâchée on peut plus s’aimer,3.2,French,6,1,0.0,0.0,1.0,0.0
"   Qu""est-ce qui s'est passé encore?!",2.2,French,5,1,0.0,0.0,1.0,0.0
demain je reçois mes lentilles de couleur,3.4,French,7,1,0.0,0.0,1.0,0.0
Mdr niska il a dit « ca va ? » a cavani en mode ils ont grandis ensemble,1.0,French,18,1,0.0,0.0,1.0,0.0
