,id,VAD,source,text,emotions,split,emotion_model,domain,labeled,annotation_procedure
91187,91187,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"In this case , you should first keep calm and normal to the face .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
16752,16752,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Is it the rush hour now ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
37126,37126,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Oh , I wouldn't worry about it .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
34710,34710,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Sometimes it's difficult . Some words look different from the way one pronounces them .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
45688,45688,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Uh-oh . We don't have a flashlight .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
5449,5449,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"I think it ’ s good , and it suits me , because I'm not good at cooking . Is it expensive ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
1839,1839,"{'valence': None, 'arousal': None, 'dominance': None}",grounded_emotions,"@FiveRights  Cough Pearl Harbor.COUGH, u r delusional Cough. I think 1 should revisit the Defintion of the word ""UNITED"" States of America 🤓","{'joy': 1, 'anger': None, 'sadness': 0, 'disgust': None, 'fear': None, 'trust': None, 'surprise': None, 'love': None, 'noemo': None, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,HappySad,tweets,single,
122889,122889,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,Poor Flores! Not happy about the latest news  #Nats,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 1, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
74952,74952,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,And how many pieces did you have ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
117964,117964,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@skinnermike I told that joke onstage at Butlins in 1991. One person laughed. Scarred for life at 8,"{'joy': 0, 'anger': 0, 'sadness': 1, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
37819,37819,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,But Joe won't you .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
66438,66438,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Look how fast that car can accelerate !,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 1, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
42535,42535,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,That's pretty short . Are you sure about this ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
12495,12495,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Do you have your member card with you ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
61138,61138,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Yeah , or the expensive Italian facial treatments .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
61848,61848,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Not everything , just this film . Even the title is ridiculous , and it ’ s so long , those are the two and a half most wasted hours of my life , so much so that I ’ m thinking about asking them to give me my money back .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
72971,72971,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I think a train journey is as fast as a bus journey .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
71803,71803,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I also heard that Tom Cruise and Katie Holmes made an appearance at the Oscars .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
126827,126827,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,"@rahulgoyal1986 Well I will be making beds, creating noise &amp; cleaning cleaning all day long.  With music &amp; a smile  x","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
24859,24859,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Oh , did you ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
117050,117050,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,"@vlynn8 It's been raining the past few days but it was actually sunny today! Well, for a little while. Now it's super cloudy!","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 1, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
51854,51854,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Well , let's go and have something to drink instead . I know a good place . It's a little expensive , but it's fun .","{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
47609,47609,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,At least we agree on that . Let's go and get a drink .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
60648,60648,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I wouldn't do it if I were you .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
61696,61696,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Have you read all these crazy things that are going on around the world ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
84983,84983,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Do you have a lot on your mind when you try to go to sleep ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
50552,50552,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"My love will grow , like a river to flow .","{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
141421,141421,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,i saw my credit-card statement. maybe i should receive the unholy Aiden fan package!! yaaaaay.,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
131495,131495,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,I actually drove in today - no incidents to report  to quote Ice Cube - Today was a good day,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
100994,100994,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"I ’ m sure they won ’ t , but that ’ s my view on gay marriage .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
23086,23086,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,No problem !,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
91378,91378,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,We have a kind of floating bonus on a yearly basis .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
81560,81560,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Two air tickets .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
10897,10897,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"To go , please .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
133012,133012,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@Kunky work outside,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
57608,57608,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,No other city can match it . It's heaven .,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
3856,3856,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Could you lend me one ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
59997,59997,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"In a way , it ’ s similar to your experience of learning Chinese . Some Spanish words are very similar to English ones . But I need to practise listening to native speakers and saying the words myself .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
93639,93639,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Nice to meet You , Ms . Thou . We've learned that you specialize in the export of electronic products .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
42512,42512,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I've been thinking about this for a while now .,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
117216,117216,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,feels better now that she ate. Doesnt want to be here until 9:30.,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 1, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
39373,39373,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,But it's worth it . Maybe it can get us into a good mood and also helps us learn something to use for the future .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
2201,2201,"{'valence': None, 'arousal': None, 'dominance': None}",grounded_emotions,@twoadayz happy birthday,"{'joy': 0, 'anger': None, 'sadness': 1, 'disgust': None, 'fear': None, 'trust': None, 'surprise': None, 'love': None, 'noemo': None, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,HappySad,tweets,single,
25107,25107,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,John eng,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
83205,83205,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Very good , Ms . Smith . I have scheduled an appointment for you on Wednesday at 9:30 am .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
26468,26468,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"I know . I can see that . This is what is called "" dim sum , "" right ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
671,671,"{'valence': None, 'arousal': None, 'dominance': None}",grounded_emotions,RT @JoyAnnReid: SNL is going IN this season. https://t.co/LcIQ6Ctq3L,"{'joy': 1, 'anger': None, 'sadness': 0, 'disgust': None, 'fear': None, 'trust': None, 'surprise': None, 'love': None, 'noemo': None, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,HappySad,tweets,single,
